"CPSIGEN","CPSA3","CPSG1","CPSO11","CPSA2"
5,5,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,98,3,NA,1
NA,NA,NA,NA,NA
NA,5,1,NA,1
1,98,7,NA,1
NA,NA,NA,NA,NA
5,5,5,NA,3
1,5,7,NA,3
NA,5,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,2,7,NA,1
1,5,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,1,7,NA,1
NA,NA,NA,NA,NA
1,5,7,NA,1
5,98,8,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,5,7,NA,1
5,5,7,NA,1
1,3,3,NA,7
NA,NA,NA,NA,NA
5,99,7,NA,3
NA,98,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,98,7,NA,1
1,5,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,5,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,5,3,NA,1
5,2,5,NA,1
NA,98,7,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,98,7,NA,3
5,1,3,NA,1
NA,NA,NA,NA,NA
NA,5,5,NA,1
5,98,7,NA,5
NA,5,5,NA,1
5,0,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,5,5,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,5,7,NA,1
NA,NA,NA,NA,NA
1,97,7,NA,8
NA,NA,NA,NA,NA
1,96,3,NA,7
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,5,3,NA,3
NA,NA,NA,NA,NA
NA,5,7,NA,5
NA,NA,NA,NA,NA
5,1,5,NA,1
1,5,3,NA,1
5,1,3,NA,1
5,1,7,NA,1
NA,98,7,NA,1
5,5,7,NA,1
1,5,7,NA,1
1,98,7,NA,1
NA,NA,NA,NA,NA
1,98,7,NA,3
1,96,3,NA,7
5,98,7,NA,3
NA,1,5,NA,1
1,5,7,NA,1
1,98,3,NA,5
1,2,7,NA,7
NA,98,5,NA,1
1,5,7,NA,3
NA,NA,NA,NA,NA
5,5,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,96,7,NA,3
5,98,7,NA,1
NA,NA,NA,NA,NA
5,1,5,NA,1
NA,5,7,NA,1
1,5,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,98,5,NA,1
NA,NA,NA,NA,NA
NA,5,5,NA,1
1,2,5,NA,1
NA,NA,NA,NA,NA
NA,98,5,NA,1
NA,5,7,NA,1
5,1,3,NA,1
1,5,7,NA,1
1,2,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,2,3,NA,1
1,1,7,NA,7
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,1,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,98,5,NA,1
NA,NA,NA,NA,NA
5,5,3,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,5,5,NA,1
1,5,7,NA,7
1,98,7,NA,1
NA,96,5,NA,7
1,96,5,NA,5
NA,2,7,NA,1
NA,99,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,5,3,NA,1
5,5,3,NA,1
5,5,1,NA,1
NA,98,5,NA,1
5,2,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,98,5,NA,1
1,5,1,NA,1
NA,NA,NA,NA,NA
1,1,3,NA,1
NA,98,5,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,98,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,7,NA,1
5,5,7,NA,1
1,5,7,NA,1
NA,98,7,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,5,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,5,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,5,7,NA,1
NA,98,7,NA,3
1,5,7,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,5,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,NA,NA,NA,NA
NA,98,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,5,8,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,5,3,NA,1
NA,5,3,NA,1
1,1,7,NA,8
NA,NA,NA,NA,NA
NA,2,7,NA,3
5,98,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,5,3,NA,1
1,5,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,3,NA,1
NA,98,7,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,5,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,5,7,NA,1
NA,98,5,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,5,7,NA,3
1,5,5,NA,1
1,5,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,5,7,NA,1
NA,NA,NA,NA,NA
5,5,5,NA,3
1,4,7,NA,1
1,5,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,98,5,NA,1
NA,NA,NA,NA,NA
NA,1,5,NA,3
NA,NA,NA,NA,NA
5,98,7,NA,1
5,5,1,NA,1
NA,2,7,NA,1
NA,NA,NA,NA,NA
5,98,3,NA,1
NA,NA,NA,NA,NA
1,5,7,NA,1
NA,5,3,NA,1
NA,5,7,NA,1
1,2,7,NA,1
NA,2,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,98,7,NA,1
NA,NA,NA,NA,NA
NA,98,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,5,7,NA,1
5,5,7,NA,1
NA,NA,NA,NA,NA
1,98,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,1,1,NA,1
1,5,7,NA,1
NA,NA,NA,NA,NA
1,98,5,NA,3
1,2,5,NA,1
5,0,1,NA,1
NA,NA,NA,NA,NA
1,5,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,5,7,NA,1
NA,5,5,NA,1
NA,NA,NA,NA,NA
1,5,7,NA,1
NA,NA,NA,NA,NA
5,1,1,NA,1
1,5,5,NA,1
NA,98,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,1,7,NA,1
NA,NA,NA,NA,NA
5,5,7,NA,1
NA,NA,NA,NA,NA
5,5,3,NA,1
5,98,5,NA,1
5,2,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,98,5,NA,8
NA,5,5,NA,1
NA,NA,NA,NA,NA
1,5,7,NA,7
NA,1,5,NA,1
NA,98,7,NA,3
NA,NA,NA,NA,NA
5,98,7,NA,1
1,1,1,NA,1
NA,2,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,1,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,5,1,NA,1
NA,2,7,NA,3
NA,NA,NA,NA,NA
NA,5,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,5,7,NA,1
NA,NA,NA,NA,NA
1,1,5,NA,1
5,98,5,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,1,3,NA,1
1,5,7,NA,1
1,5,7,NA,1
NA,2,7,NA,3
NA,NA,NA,NA,NA
NA,98,3,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,5,7,NA,3
NA,NA,NA,NA,NA
NA,5,7,NA,3
NA,NA,NA,NA,NA
1,5,3,NA,1
NA,98,5,NA,1
NA,5,7,NA,3
5,2,7,NA,7
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,5,3,NA,1
1,5,1,NA,1
5,5,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,98,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,1,1,NA,3
NA,2,5,NA,1
1,1,1,NA,3
5,5,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,98,7,NA,1
NA,NA,NA,NA,NA
5,1,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,2,7,NA,1
NA,NA,NA,NA,NA
1,98,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,0,7,NA,1
NA,98,3,NA,1
5,98,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,2,7,NA,3
NA,NA,NA,NA,NA
NA,5,7,NA,1
NA,NA,NA,NA,NA
5,5,7,NA,1
NA,NA,NA,NA,NA
1,5,7,NA,1
NA,NA,NA,NA,NA
5,98,7,NA,1
NA,2,3,NA,1
NA,2,7,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,98,7,NA,3
1,5,7,NA,1
NA,NA,NA,NA,NA
NA,99,5,NA,3
1,2,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,98,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,5,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,5,5,NA,1
1,1,7,NA,3
5,98,7,NA,1
NA,NA,NA,NA,NA
1,5,7,NA,1
1,1,7,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,3,7,NA,3
NA,NA,NA,NA,NA
1,98,7,NA,3
NA,NA,NA,NA,NA
NA,98,5,NA,1
NA,NA,NA,NA,NA
1,2,5,NA,1
1,5,5,NA,1
1,5,7,NA,1
NA,NA,NA,NA,NA
5,5,3,NA,3
NA,5,3,NA,1
5,5,3,NA,1
NA,NA,NA,NA,NA
1,98,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,1,3,NA,1
1,5,3,NA,1
5,2,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,97,5,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,5,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,5,7,NA,1
5,1,3,NA,1
1,5,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,5,7,NA,1
NA,96,7,NA,1
1,1,7,NA,1
5,1,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,98,5,NA,1
NA,1,5,NA,3
1,99,5,NA,1
NA,1,3,NA,3
NA,5,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,2,3,NA,1
NA,98,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,5,7,NA,5
1,1,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,1,3,NA,1
5,2,7,NA,1
5,5,7,NA,1
1,5,5,NA,1
5,5,7,NA,1
5,5,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,5,5,NA,1
NA,5,5,NA,1
NA,NA,NA,NA,NA
NA,2,5,NA,1
NA,5,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,98,5,NA,1
1,2,7,NA,5
1,5,5,NA,1
NA,NA,NA,NA,NA
1,96,5,NA,1
NA,NA,NA,NA,NA
1,98,7,NA,1
NA,NA,NA,NA,NA
1,0,7,NA,3
1,5,5,NA,1
NA,5,7,NA,1
5,5,7,NA,1
NA,NA,NA,NA,NA
5,5,3,NA,1
5,1,3,NA,1
5,5,7,NA,1
NA,5,7,NA,5
1,5,7,NA,7
5,2,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,1,NA,1
NA,NA,NA,NA,NA
NA,5,3,NA,1
1,5,7,NA,1
1,5,7,NA,1
NA,98,7,NA,1
NA,NA,NA,NA,NA
1,98,3,NA,1
NA,98,3,NA,1
NA,NA,NA,NA,NA
5,5,7,NA,1
1,1,7,NA,1
NA,98,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,5,1,NA,1
NA,NA,NA,NA,NA
5,5,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,98,7,NA,1
NA,NA,NA,NA,NA
1,2,7,NA,1
5,5,3,NA,1
5,5,5,NA,1
5,5,1,NA,1
5,96,7,NA,7
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,5,5,NA,1
NA,98,5,NA,1
NA,NA,NA,NA,NA
5,5,7,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,1,5,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,5,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,5,5,NA,3
NA,NA,NA,NA,NA
5,2,5,NA,3
NA,NA,NA,NA,NA
NA,5,3,NA,1
NA,NA,NA,NA,NA
1,98,7,NA,1
NA,NA,NA,NA,NA
NA,98,7,NA,8
1,5,7,NA,1
1,0,7,NA,1
NA,NA,NA,NA,NA
1,2,3,NA,1
1,0,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,2,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,99,7,NA,1
1,5,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,7,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,2,7,NA,1
5,5,7,NA,3
NA,0,7,NA,3
1,98,5,NA,1
NA,NA,NA,NA,NA
1,98,7,NA,1
NA,98,1,NA,1
1,5,3,NA,1
1,2,7,NA,1
NA,98,3,NA,1
NA,NA,NA,NA,NA
1,1,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,5,3,NA,1
NA,NA,NA,NA,NA
1,97,8,NA,8
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,5,7,NA,1
5,98,5,NA,3
NA,NA,NA,NA,NA
NA,2,7,NA,1
1,1,5,NA,1
1,5,7,NA,1
NA,0,7,NA,1
NA,5,5,NA,1
1,98,5,NA,1
1,98,5,NA,1
NA,NA,NA,NA,NA
1,3,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,99,7,NA,1
5,5,5,NA,3
5,5,7,NA,1
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,5,5,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,5,3,NA,1
NA,NA,NA,NA,NA
1,99,1,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,1,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,5,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,5,7,NA,1
NA,NA,NA,NA,NA
1,97,8,NA,7
NA,NA,NA,NA,NA
NA,98,5,NA,1
NA,NA,NA,NA,NA
1,98,3,NA,1
NA,99,7,NA,1
NA,98,7,NA,3
1,98,7,NA,1
NA,98,3,NA,8
1,5,1,NA,1
NA,NA,NA,NA,NA
1,98,3,NA,1
NA,NA,NA,NA,NA
1,5,7,NA,1
1,98,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,5,7,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,3,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,2,3,NA,1
5,98,5,NA,1
NA,NA,NA,NA,NA
NA,1,5,NA,1
1,5,7,NA,1
1,1,3,NA,1
NA,NA,NA,NA,NA
1,98,7,NA,1
5,5,3,NA,1
NA,98,5,NA,1
NA,3,3,NA,5
1,98,7,NA,1
5,5,7,NA,7
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,5,7,NA,1
NA,NA,NA,NA,NA
NA,5,5,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,5,7,NA,1
NA,NA,NA,NA,NA
1,5,5,NA,1
5,2,5,NA,1
NA,NA,NA,NA,NA
1,5,3,NA,3
1,5,7,NA,1
5,5,7,NA,3
1,5,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,1,3,NA,1
5,5,7,NA,1
1,0,3,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,98,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,2,5,NA,1
NA,5,7,NA,1
NA,98,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,5,7,NA,1
1,5,7,NA,3
NA,NA,NA,NA,NA
NA,5,5,NA,1
1,5,5,NA,1
NA,NA,NA,NA,NA
1,99,5,NA,1
1,2,7,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,5,3,NA,1
1,5,7,NA,3
NA,NA,NA,NA,NA
NA,5,7,NA,7
1,5,5,NA,1
NA,NA,NA,NA,NA
NA,5,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,99,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,5,7,NA,1
1,2,5,NA,1
5,2,7,NA,1
1,2,7,NA,1
NA,NA,NA,NA,NA
1,5,7,NA,1
5,1,3,NA,1
1,98,7,NA,1
5,98,7,NA,7
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,96,7,NA,1
1,2,7,NA,1
NA,NA,NA,NA,NA
1,5,5,NA,1
NA,NA,NA,NA,NA
1,5,5,NA,1
5,5,1,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,99,5,NA,1
5,5,7,NA,1
NA,NA,NA,NA,NA
1,98,7,NA,1
1,1,7,NA,1
1,2,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,5,NA,1
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,4,7,NA,1
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,NA,NA,NA,NA
5,1,7,NA,1
NA,3,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,3,NA,1
NA,NA,NA,NA,NA
NA,1,3,NA,5
NA,NA,NA,NA,NA
5,98,7,NA,1
5,1,3,NA,1
1,98,7,NA,1
5,98,3,NA,1
5,1,5,NA,1
5,2,3,NA,1
NA,NA,NA,NA,NA
5,1,7,NA,3
5,4,5,NA,1
5,99,7,NA,1
5,2,3,NA,1
5,2,1,NA,1
5,4,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,2,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,NA,NA,NA,NA
5,2,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,5,NA,7
5,4,7,NA,1
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,7,NA,1
5,1,3,NA,1
5,4,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,98,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,7,NA,1
5,2,3,NA,1
5,4,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,2,7,NA,1
5,2,7,NA,3
NA,2,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,5,NA,3
NA,NA,NA,NA,NA
5,97,5,NA,7
5,4,3,NA,1
5,3,5,NA,5
5,1,5,NA,1
5,4,5,NA,1
5,98,8,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,1,3,NA,1
1,2,7,NA,1
1,97,7,NA,1
5,1,3,NA,1
5,2,7,NA,1
5,98,7,NA,3
5,1,5,NA,1
NA,NA,NA,NA,NA
5,2,5,NA,1
5,1,3,NA,1
5,2,5,NA,1
5,98,5,NA,1
5,98,5,NA,5
5,2,1,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,2,7,NA,1
5,2,3,NA,1
NA,NA,NA,NA,NA
1,98,1,NA,1
NA,NA,NA,NA,NA
5,4,7,NA,1
5,4,7,NA,1
NA,NA,NA,NA,NA
5,2,5,NA,1
NA,2,7,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,98,7,NA,1
5,98,8,NA,1
5,2,7,NA,1
5,0,7,NA,1
NA,NA,NA,NA,NA
1,2,7,NA,1
NA,NA,NA,NA,NA
5,4,5,NA,7
5,98,5,NA,1
NA,NA,NA,NA,NA
5,98,5,NA,1
NA,NA,NA,NA,NA
5,98,7,NA,5
5,98,7,NA,1
NA,NA,NA,NA,NA
5,3,7,NA,5
NA,NA,NA,NA,NA
NA,98,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,5,NA,1
NA,NA,NA,NA,NA
1,2,5,NA,1
1,2,5,NA,1
5,98,7,NA,1
NA,98,7,NA,1
5,4,7,NA,1
5,2,7,NA,1
5,2,7,NA,3
NA,NA,NA,NA,NA
5,2,7,NA,1
5,98,5,NA,1
NA,NA,NA,NA,NA
1,1,5,NA,1
NA,NA,NA,NA,NA
5,2,3,NA,1
5,2,7,NA,1
5,0,7,NA,7
5,1,7,NA,3
NA,NA,NA,NA,NA
1,2,7,NA,3
5,2,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,4,7,NA,1
5,1,1,NA,1
1,2,8,NA,7
5,98,7,NA,1
5,98,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,7,NA,3
5,2,5,NA,1
NA,1,7,NA,1
5,2,7,NA,1
5,1,7,NA,1
NA,NA,NA,NA,NA
5,2,7,NA,8
NA,NA,NA,NA,NA
NA,0,5,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,7,NA,1
5,3,7,NA,1
NA,4,7,NA,7
5,98,5,NA,3
5,1,3,NA,1
5,2,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,5,NA,1
5,2,5,NA,1
5,98,7,NA,1
5,4,5,NA,1
5,1,5,NA,1
NA,NA,NA,NA,NA
5,4,7,NA,3
5,2,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,5,NA,3
5,1,7,NA,1
1,2,7,NA,1
NA,NA,NA,NA,NA
5,98,7,NA,1
NA,NA,NA,NA,NA
5,4,7,NA,1
5,4,5,NA,3
5,2,1,NA,1
NA,2,3,NA,1
5,2,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,NA,NA,NA,NA
5,4,5,NA,1
1,2,7,NA,1
5,98,7,NA,1
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,NA,NA,NA,NA
5,98,7,NA,1
5,1,1,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,1,3,NA,1
5,4,3,NA,1
5,1,1,NA,1
5,3,7,NA,1
5,4,5,NA,1
5,0,7,NA,5
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,7,NA,1
5,1,5,NA,1
1,2,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,4,7,NA,1
5,2,7,NA,1
NA,NA,NA,NA,NA
NA,2,3,NA,1
NA,NA,NA,NA,NA
5,98,3,NA,3
NA,NA,NA,NA,NA
1,2,3,NA,1
NA,NA,NA,NA,NA
5,98,1,NA,1
5,2,7,NA,1
5,98,5,NA,1
